year,rank,artist,song,duration,genre0,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,genre11,genre12,genre13,genre14,genre15,genre16
1979,70,Patrick Hernandez,Born To Be Alive,187000,disco,dance,electronic,funk,rock,,,,,,,,,,,,
1979,71,Electric Light Orchestra,Shine A Little Love,278000,rock,disco,dance,funk,electronic,new wave,alternative,jazz,,,,,,,,,
1979,72,Anne Murray,I Just Fall In Love Again,170000,country,rock,ballad,jazz,,,,,,,,,,,,,
1979,73,Ian Matthews,Shake It,189000,rock,folk,country,,,,,,,,,,,,,,
1979,74,Kiss,I Was Made For Lovin' You,270000,rock,metal,disco,ballad,alternative,blues,jazz,,,,,,,,,,
1979,75,Gino Vannelli,I Just Wanna Stop,219000,rock,jazz,soul,ballad,disco,,,,,,,,,,,,
1979,76,G.Q.,Disco Nights,238000,soul,disco,funk,r&b,,,,,,,,,,,,,
1979,77,Linda Ronstadt,Ooh Baby Baby,198000,rock,country,folk,jazz,soul,alternative,ballad,funk,electronic,,,,,,,,
1979,78,"Earth, Wind and Fire",September,216000,disco,funk,soul,dance,jazz,metal,r&b,rock,hip-hop,folk,electronic,alternative,country,reggae,,,
1979,79,Al Stewart,Time Passages,401000,rock,alternative,folk,soul,,,,,,,,,,,,,
1979,80,Herb Alpert,Rise,232000,jazz,disco,funk,r&b,electronic,,,,,,,,,,,,
1979,81,Electric Light Orchestra,Don't Bring Me Down,242000,rock,electronic,dance,disco,funk,new wave,alternative,jazz,,,,,,,,,
1979,82,Eric Clapton,Promises,180000,rock,blues,country,folk,alternative,soul,jazz,r&b,metal,reggae,funk,hip-hop,electronic,,,,
1979,83,Roger Voudouris,Get Used To It,180000,rock,,,,,,,,,,,,,,,,
1979,84,Ambrosia,How Much I Feel,283000,rock,soul,ballad,jazz,blues,electronic,,,,,,,,,,,
1979,85,Eddie Rabbitt,Suspicions,299000,country,rock,soul,,,,,,,,,,,,,,
1979,86,Rex Smith,You Take My Breath Away,166000,rock,,,,,,,,,,,,,,,,
1979,87,Alice Cooper,How You Gonna See Me Now,229000,rock,ballad,metal,folk,alternative,new wave,blues,electronic,,,,,,,,,
1979,88,Foreigner,Double Vision,222000,rock,metal,new wave,ballad,alternative,dance,blues,,,,,,,,,,
1979,89,Babys,Every Time I Think Of You,241000,rock,,,,,,,,,,,,,,,,
1979,90,Instant Funk,I Got My Mind Made Up,235000,funk,disco,dance,soul,electronic,rock,blues,r&b,,,,,,,,,
1979,91,Michael Jackson,Don't Stop 'Til You Get Enough,363000,disco,dance,funk,soul,r&b,rock,electronic,alternative,hip-hop,new wave,jazz,metal,ballad,,,,
1979,92,Robert Palmer,Bad Case Of Lovin' You,192000,rock,new wave,soul,funk,blues,alternative,jazz,reggae,electronic,metal,dance,,,,,,
1979,93,Barry Manilow,Somewhere In The Night,206000,rock,disco,soul,ballad,dance,jazz,electronic,folk,,,,,,,,,
1979,94,Bob Seger and The Silver Bullet Band,We've Got Tonight,295000,rock,ballad,,,,,,,,,,,,,,,
1979,95,Van Halen,Dance The Night Away,182000,rock,metal,dance,ballad,alternative,blues,jazz,,,,,,,,,,
1979,96,Nigel Olsson,Dancing Shoes,245000,disco,ballad,,,,,,,,,,,,,,,
1979,97,Diana Ross,The Boss,233000,disco,soul,dance,funk,jazz,rock,r&b,blues,ballad,electronic,hip-hop,country,,,,,
1979,98,Commodores,Sail On,237000,soul,ballad,r&b,funk,country,rock,disco,blues,jazz,dance,alternative,hip-hop,,,,,
1979,99,G.Q.,I Do Love You,0,disco,funk,soul,r&b,,,,,,,,,,,,,
1979,100,Firefall,Strange Way,332000,rock,country,folk,soul,jazz,,,,,,,,,,,,
1980,1,Blondie,Call Me,280000,new wave,rock,dance,alternative,disco,soul,funk,electronic,jazz,folk,hip-hop,metal,reggae,,,,
1980,2,Pink Floyd,Another Brick In The Wall,211000,rock,alternative,electronic,metal,blues,jazz,folk,funk,soul,new wave,,,,,,,
1980,3,Olivia Newton-John,Magic,272000,rock,disco,country,dance,folk,new wave,,,,,,,,,,,
1980,4,Michael Jackson,Rock With You,219000,disco,dance,soul,funk,rock,r&b,electronic,alternative,hip-hop,new wave,jazz,metal,ballad,,,,
1980,5,Captain and Tennille,Do That To Me One More Time,227000,rock,,,,,,,,,,,,,,,,
1980,6,Queen,Crazy Little Thing Called Love,163000,rock,dance,alternative,soul,funk,metal,electronic,jazz,blues,new wave,disco,folk,,,,,
1980,7,Paul McCartney,Coming Up,229000,rock,funk,disco,new wave,ballad,alternative,folk,blues,jazz,electronic,,,,,,,
1980,8,"Lipps, Inc.",Funkytown,235000,disco,dance,funk,electronic,rock,alternative,soul,r&b,metal,jazz,,,,,,,
1980,9,Billy Joel,It's Still Rock And Roll To Me,177000,rock,folk,jazz,alternative,soul,country,ballad,dance,blues,hip-hop,,,,,,,
1980,10,Bette Midler,The Rose,219000,ballad,rock,soul,jazz,dance,folk,electronic,r&b,blues,country,hip-hop,alternative,new wave,,,,
1980,11,Rupert Holmes,Escape (The Pina Colada Song),276000,rock,electronic,ballad,jazz,,,,,,,,,,,,,
1980,12,Gary Numan,Cars,237000,new wave,electronic,rock,dance,alternative,metal,jazz,hip-hop,funk,,,,,,,,
1980,13,Smokey Robinson,Cruisin',269000,soul,r&b,jazz,disco,funk,blues,rock,,,,,,,,,,
1980,14,Spinners,Working My Way Back To You-Forgive Me Girl,243000,soul,rock,,,,,,,,,,,,,,,
1980,15,Air Supply,Lost In Love,233000,rock,ballad,alternative,disco,country,folk,dance,soul,electronic,funk,,,,,,,
1980,16,Elton John,Little Jeannie,308000,rock,ballad,disco,dance,soul,alternative,blues,jazz,folk,country,r&b,new wave,,,,,
1980,17,Cristopher Cross,Ride Like The Wind,0,,,,,,,,,,,,,,,,,
1980,18,Diana Ross,Upside Down,242000,disco,soul,dance,funk,r&b,rock,jazz,blues,ballad,electronic,hip-hop,country,,,,,
1980,19,K.C. and The Sunshine Band,Please Don't Go,230000,,,,,,,,,,,,,,,,,
1980,20,Styx,Babe,265000,rock,ballad,electronic,metal,alternative,new wave,dance,blues,hip-hop,jazz,folk,country,,,,,
1980,21,Billy Preston and Syreeta,With You I'm Born Again,220000,soul,blues,,,,,,,,,,,,,,,
1980,22,Manhattans,Shining Star,372000,soul,funk,,,,,,,,,,,,,,,
1980,23,Commodores,Still,227000,soul,rock,funk,ballad,r&b,jazz,disco,dance,alternative,hip-hop,,,,,,,
1980,24,Teri De Sario With K.C.,"Yes, I'm Ready",198000,,,,,,,,,,,,,,,,,
1980,25,Dr. Hook,Sexy Eyes,177000,rock,disco,funk,soul,blues,ballad,country,dance,alternative,,,,,,,,
1980,26,Robbie Dupree,Steal Away,208000,rock,jazz,disco,soul,ballad,dance,,,,,,,,,,,
1980,27,Ambrosia,Biggest Part Of Me,78000,rock,jazz,ballad,dance,soul,electronic,,,,,,,,,,,
1980,28,Kenny Loggins,This Is It,236000,rock,soul,electronic,funk,new wave,folk,country,jazz,metal,,,,,,,,
1980,29,Spinners,Cupid/I've Loved You For A Long Time,235000,soul,rock,,,,,,,,,,,,,,,
1980,30,Jermaine Jackson,Let's Get Serious,478000,disco,soul,dance,funk,r&b,rock,jazz,,,,,,,,,,
1980,31,Kenny Rogers and Kim Carnes,Don't Fall In Love With A Dreamer,155000,,,,,,,,,,,,,,,,,
1980,32,Christopher Cross,Sailing,255000,rock,ballad,jazz,soul,funk,folk,,,,,,,,,,,
1980,33,Dan Fogelberg,Longer,195000,rock,folk,ballad,country,,,,,,,,,,,,,
1980,34,Kenny Rogers,Coward Of The County,261000,country,ballad,rock,folk,blues,,,,,,,,,,,,
1980,35,Kool and The Gang,Ladies Night,226000,disco,funk,soul,r&b,dance,,,,,,,,,,,,
1980,36,Kool and The Gang,Too Hot,536000,funk,soul,disco,r&b,dance,,,,,,,,,,,,
1980,37,S.O.S. Band,Take Your Time,277000,funk,disco,dance,soul,r&b,hip-hop,rock,reggae,electronic,,,,,,,,
1980,38,Barbra Streisand and Donna Summer,No More Tears (Enough Is Enough),285000,disco,,,,,,,,,,,,,,,,
1980,39,Kim Carnes,More Love,217000,disco,country,rock,dance,alternative,electronic,new wave,soul,,,,,,,,,
1980,40,M,Pop Muzik,201000,new wave,disco,electronic,dance,folk,rock,alternative,hip-hop,reggae,,,,,,,,
1980,41,Pretenders,Brass In Pocket,185000,rock,new wave,alternative,,,,,,,,,,,,,,
1980,42,"Ray, Goodman and Brown",Special Lady,218000,soul,,,,,,,,,,,,,,,,
1980,43,Stevie Wonder,Send One Your Love,242000,soul,funk,r&b,blues,rock,jazz,alternative,dance,disco,metal,hip-hop,electronic,reggae,folk,new wave,,
1980,44,Shalamar,The Second Time Around,220000,disco,funk,dance,soul,rock,r&b,jazz,electronic,,,,,,,,,
1980,45,Cliff Richard,We Don't Talk Anymore,249000,rock,soul,country,funk,reggae,alternative,blues,metal,disco,,,,,,,,
1980,46,Brothers Johnson,Stomp,232000,funk,disco,soul,dance,r&b,rock,blues,jazz,country,folk,,,,,,,
1980,47,Eagles,Heartache Tonight,266000,rock,country,alternative,folk,blues,jazz,soul,metal,funk,electronic,dance,new wave,hip-hop,,,,
1980,48,Rocky Burnette,Tired Of Toein' The Line,192000,rock,new wave,,,,,,,,,,,,,,,
1980,49,Dr. Hook,Better Love Next Time,180000,rock,disco,blues,ballad,dance,country,soul,alternative,funk,,,,,,,,
1980,50,Rupert Holmes,Him,249000,rock,electronic,soul,jazz,,,,,,,,,,,,,
1980,51,Bob Seger and The Silver Bullet Band,Against The Wind,335000,rock,,,,,,,,,,,,,,,,
1980,52,Donna Summer,On The Radio,245000,disco,dance,soul,ballad,rock,funk,electronic,r&b,jazz,new wave,alternative,blues,,,,,
1980,53,Rolling Stones,Emotional Rescue,0,rock,funk,soul,jazz,r&b,alternative,folk,metal,country,,,,,,,,
1980,54,Herb Alpert,Rise,232000,jazz,disco,funk,r&b,electronic,,,,,,,,,,,,
1980,55,Air Supply,All Out Of Love,241000,rock,ballad,alternative,disco,country,folk,dance,soul,electronic,funk,,,,,,,
1980,56,Little River Band,Cool Change,75000,rock,ballad,soul,folk,dance,country,,,,,,,,,,,
1980,57,J.D. Souther,You're Only Lonely,223000,rock,country,folk,ballad,r&b,metal,blues,alternative,,,,,,,,,
1980,58,Andy Gibb,Desire,92000,disco,rock,funk,dance,soul,r&b,,,,,,,,,,,
1980,59,Pete Townshend,Let My Love Open The Door,162000,rock,alternative,blues,metal,folk,,,,,,,,,,,,
1980,60,Steve Forbert,Romeo's Tune,234000,rock,folk,blues,country,soul,r&b,alternative,funk,,,,,,,,,
1980,61,Anne Murray,Daydream Believer,149000,country,rock,folk,dance,jazz,,,,,,,,,,,,
1980,62,Eagles,I Can't Tell You Why,295000,rock,country,ballad,folk,blues,alternative,jazz,soul,metal,funk,electronic,dance,new wave,hip-hop,,,
1980,63,Isaac Hayes,Don't Let Go,236000,soul,disco,funk,dance,r&b,blues,jazz,rock,electronic,alternative,hip-hop,country,,,,,
1980,64,Tom Petty and The Heartbreakers,Don't Do Me Like That,162000,rock,folk,alternative,blues,country,jazz,metal,,,,,,,,,,
1980,65,Michael Jackson,She's Out Of My Life,217000,soul,r&b,ballad,dance,rock,disco,funk,electronic,alternative,hip-hop,new wave,jazz,metal,,,,
1980,66,Irene Cara,Fame,228000,disco,dance,rock,electronic,soul,r&b,funk,new wave,,,,,,,,,
1980,67,Bob Seger and The Silver Bullet Band,Fire Lake,231000,rock,folk,country,,,,,,,,,,,,,,
1980,68,Linda Ronstadt,How Do I Make You,139000,country,new wave,rock,folk,jazz,soul,alternative,ballad,funk,electronic,,,,,,,
1980,69,Benny Mardones,Into The Night,272000,rock,ballad,new wave,,,,,,,,,,,,,,
1980,70,Pure Prairie League,Let Me Love You Tonight,166000,country,rock,folk,metal,electronic,,,,,,,,,,,,
1980,71,Genesis,Misunderstanding,194000,rock,metal,alternative,ballad,new wave,folk,electronic,jazz,,,,,,,,,
1980,72,Dirt Band,An American Dream,211000,country,folk,rock,,,,,,,,,,,,,,
1980,73,Carole King,One Fine Day,150000,folk,rock,jazz,soul,alternative,ballad,blues,r&b,funk,hip-hop,,,,,,,
1980,74,Donna Summer,Dim All The Lights,281000,disco,dance,soul,rock,funk,electronic,r&b,jazz,new wave,alternative,blues,,,,,,
1980,75,Billy Joel,You May Be Right,253000,rock,country,alternative,folk,jazz,soul,ballad,dance,blues,hip-hop,,,,,,,
1980,76,Neil Sedaka and Dara Sedaka,Should've Never Let You Go,254000,,,,,,,,,,,,,,,,,
1980,77,Charlie Dore,Pilot Of The Airwaves,224000,rock,dance,,,,,,,,,,,,,,,
1980,78,Linda Ronstadt,Hurt So Bad,189000,country,rock,folk,jazz,soul,alternative,ballad,funk,electronic,,,,,,,,
1980,79,Michael Jackson,Off The Wall,226000,disco,soul,funk,dance,r&b,rock,electronic,alternative,hip-hop,new wave,jazz,metal,ballad,,,,
1980,80,Peaches and Herb,I Pledge My Love,254000,soul,disco,funk,,,,,,,,,,,,,,
1980,81,Eagles,The Long Run,221000,rock,country,folk,blues,alternative,jazz,soul,metal,funk,electronic,dance,new wave,hip-hop,,,,
1980,82,Mickey Gilley,Stand By Me,215000,country,rock,,,,,,,,,,,,,,,
1980,83,Pat Benatar,Heartbreaker,207000,rock,new wave,alternative,dance,blues,metal,disco,soul,hip-hop,,,,,,,,
1980,84,Dionne Warwick,Deja Vu,307000,soul,jazz,rock,r&b,funk,disco,blues,,,,,,,,,,
1980,85,Eddie Rabbitt,Drivin' My Life Away,198000,country,rock,soul,,,,,,,,,,,,,,
1980,86,Supertramp,Take The Long Way Home,301000,rock,ballad,alternative,jazz,metal,blues,electronic,folk,soul,reggae,,,,,,,
1980,87,Fleetwood Mac,Sara,379000,rock,blues,folk,alternative,r&b,country,electronic,soul,jazz,metal,,,,,,,
1980,88,Daryl Hall and John Oates,Wait For Me,248000,soul,,,,,,,,,,,,,,,,
1980,89,Boz Scaggs,Jo Jo,351000,rock,blues,jazz,soul,r&b,funk,alternative,disco,,,,,,,,,
1980,90,Neil Diamond,September Morn,231000,rock,ballad,folk,dance,country,soul,alternative,,,,,,,,,,
1980,91,George Benson,Give Me The Night,419000,jazz,soul,funk,disco,r&b,blues,rock,electronic,dance,,,,,,,,
1980,92,Anne Murray,Broken Hearted Me,238000,country,rock,jazz,,,,,,,,,,,,,,
1980,93,Kenny Rogers,You Decorated My Life,220000,country,ballad,rock,folk,blues,,,,,,,,,,,,
1980,94,Fleetwood Mac,Tusk,209000,rock,blues,alternative,folk,r&b,country,electronic,soul,jazz,metal,,,,,,,
1980,95,Prince,I Wanna Be Your Lover,178000,funk,soul,dance,rock,disco,r&b,new wave,jazz,alternative,electronic,blues,hip-hop,metal,folk,reggae,,
1980,96,Charlie Daniels Band,In America,206000,country,rock,blues,folk,,,,,,,,,,,,,
1980,97,Boz Scaggs,Breakdown Dead Ahead,275000,rock,soul,alternative,jazz,blues,r&b,funk,disco,,,,,,,,,
1980,98,Barry Manilow,Ships,241000,rock,disco,soul,ballad,dance,jazz,electronic,folk,,,,,,,,,
1980,99,Joe Walsh,All Night Long,212000,rock,country,blues,folk,jazz,funk,alternative,r&b,soul,metal,,,,,,,
1980,100,Tom Petty and The Heartbreakers,Refugee,202000,rock,alternative,folk,blues,country,jazz,metal,,,,,,,,,,
1981,1,Kim Carnes,Bette Davis Eyes,219000,rock,dance,new wave,electronic,disco,soul,alternative,country,,,,,,,,,
1981,2,Diana Ross and Lionel Richie,Endless Love,295000,ballad,soul,disco,r&b,funk,rock,dance,,,,,,,,,,
1981,3,Kenny Rogers,Lady,233000,country,ballad,rock,folk,blues,,,,,,,,,,,,
1981,4,John Lennon,(Just Like) Starting Over,236000,rock,alternative,folk,soul,funk,jazz,blues,metal,ballad,,,,,,,,
1981,5,Rick Springfield,Jessie's Girl,193000,rock,new wave,ballad,alternative,,,,,,,,,,,,,
1981,6,Kool and The Gang,Celebration,278000,disco,dance,funk,soul,r&b,,,,,,,,,,,,
1981,7,Daryl Hall and John Oates,Kiss On My List,238000,soul,,,,,,,,,,,,,,,,
1981,8,Eddie Rabbitt,I Love A Rainy Night,193000,country,rock,soul,,,,,,,,,,,,,,
1981,9,Dolly Parton,9 To 5,181000,country,folk,dance,funk,rock,blues,soul,,,,,,,,,,
1981,10,REO Speedwagon,Keep On Loving You,200000,rock,ballad,metal,funk,jazz,soul,alternative,new wave,dance,hip-hop,,,,,,,
1981,11,Joey Scarbury,"Theme From ""Greatest American Hero"" (Believe It Or Not)",193000,rock,reggae,metal,hip-hop,alternative,electronic,dance,folk,ballad,jazz,,,,,,,
1981,12,Sheena Easton,Morning Train (Nine To Five),198000,dance,rock,disco,soul,,,,,,,,,,,,,
1981,13,Smokey Robinson,Being With You,245000,soul,r&b,jazz,disco,funk,blues,rock,,,,,,,,,,
1981,14,Juice Newton,Queen Of Hearts,196000,country,rock,electronic,new wave,alternative,,,,,,,,,,,,
1981,15,Blondie,Rapture,337000,new wave,rock,hip-hop,disco,dance,funk,alternative,electronic,soul,jazz,folk,metal,reggae,,,,
1981,16,Ray Parker Jr. and Raydio,A Woman Needs Love,242000,,,,,,,,,,,,,,,,,
1981,17,Blondie,The Tide Is High,244000,new wave,rock,reggae,dance,disco,alternative,electronic,soul,funk,jazz,folk,hip-hop,metal,,,,
1981,18,Grover Washington Jr.,Just The Two Of Us,441000,jazz,soul,funk,rock,blues,,,,,,,,,,,,
1981,19,Pointer Sisters,Slow Hand,228000,soul,funk,,,,,,,,,,,,,,,
1981,20,Climax Blues Band,I Love You,243000,rock,blues,soul,funk,,,,,,,,,,,,,
1981,21,John Lennon,Woman,207000,rock,ballad,alternative,folk,soul,funk,jazz,blues,metal,,,,,,,,
1981,22,A Taste Of Honey,Sukiyaki,215000,soul,disco,rock,dance,ballad,jazz,r&b,funk,alternative,,,,,,,,
1981,23,ABBA,The Winner Takes It All,295000,disco,rock,dance,ballad,electronic,new wave,folk,alternative,soul,,,,,,,,
1981,24,Stars On 45,Medley,247000,disco,dance,hip-hop,rock,electronic,new wave,alternative,reggae,funk,metal,,,,,,,
1981,25,Juice Newton,Angel Of The Morning,255000,country,rock,ballad,new wave,alternative,,,,,,,,,,,,
1981,26,Neil Diamond,Love On The Rocks,218000,rock,ballad,folk,country,soul,alternative,,,,,,,,,,,
1981,27,Air Supply,Every Woman In The World,208000,rock,ballad,alternative,disco,country,folk,dance,soul,electronic,funk,,,,,,,
1981,28,Air Supply,The One That You Love,254000,rock,dance,ballad,alternative,disco,country,folk,soul,electronic,funk,,,,,,,
1981,29,Barbra Streisand and Barry Gibb,Guilty,263000,,,,,,,,,,,,,,,,,
1981,30,Styx,The Best Of Times,258000,rock,ballad,metal,electronic,alternative,new wave,dance,blues,hip-hop,jazz,folk,country,,,,,
1981,31,Oak Ridge Boys,Elvira,226000,country,rock,soul,,,,,,,,,,,,,,
1981,32,REO Speedwagon,Take It On The Run,240000,rock,ballad,funk,metal,jazz,soul,alternative,new wave,dance,hip-hop,,,,,,,
1981,33,Ronnie Milsap,No Gettin' Over Me,196000,country,ballad,folk,rock,soul,,,,,,,,,,,,
1981,34,Gino Vannelli,Living Outside Myself,46000,jazz,rock,soul,,,,,,,,,,,,,,
1981,35,Barbra Streisand,Woman In Love,232000,ballad,rock,disco,jazz,soul,country,metal,alternative,,,,,,,,,
1981,36,Manhattan Transfer,Boy From New York City,222000,jazz,,,,,,,,,,,,,,,,
1981,37,Foreigner,Urgent,270000,rock,dance,alternative,ballad,electronic,metal,new wave,blues,,,,,,,,,
1981,38,Rod Stewart,Passion,331000,rock,blues,soul,jazz,folk,r&b,alternative,disco,dance,new wave,country,electronic,funk,metal,,,
1981,39,Commodores,Lady (You Bring Me Up),242000,disco,funk,soul,rock,dance,electronic,r&b,jazz,alternative,hip-hop,,,,,,,
1981,40,Don Mclean,Crying,229000,country,rock,folk,blues,ballad,soul,funk,jazz,alternative,,,,,,,,
1981,41,Marty Balin,Hearts,264000,rock,dance,disco,soul,,,,,,,,,,,,,
1981,42,Diana Ross,It's My Turn,236000,soul,rock,r&b,disco,funk,jazz,dance,blues,ballad,electronic,hip-hop,country,,,,,
1981,43,Daryl Hall and John Oates,You Make My Dreams,186000,soul,,,,,,,,,,,,,,,,
1981,44,Kenny Rogers,I Don't Need You,208000,country,rock,folk,blues,,,,,,,,,,,,,
1981,45,Champaign,How 'Bout Us,274000,soul,funk,ballad,rock,r&b,jazz,,,,,,,,,,,
1981,46,Pat Benatar,Hit Me With Your Best Shot,171000,rock,alternative,new wave,dance,blues,metal,disco,soul,hip-hop,,,,,,,,
1981,47,Greg Kihn Band,The Breakup Song,169000,rock,new wave,,,,,,,,,,,,,,,
1981,48,Alan Parsons Project,Time,0,rock,electronic,,,,,,,,,,,,,,,
1981,49,Bruce Springsteen,Hungry Heart,198000,rock,ballad,folk,alternative,blues,country,soul,jazz,electronic,metal,new wave,funk,r&b,reggae,,,
1981,50,Franke and The Knockouts,Sweetheart,0,,,,,,,,,,,,,,,,,
1981,51,Terri Gibbs,Someone's Knockin',179000,country,,,,,,,,,,,,,,,,
1981,52,Leo Sayer,More Than I Can Say,219000,rock,alternative,ballad,dance,folk,new wave,electronic,soul,disco,funk,hip-hop,,,,,,
1981,53,Tierra,Together,255000,soul,jazz,r&b,rock,disco,,,,,,,,,,,,
1981,54,Styx,Too Much Time On My Hands,273000,rock,metal,electronic,alternative,new wave,dance,blues,hip-hop,ballad,jazz,folk,country,,,,,
1981,55,Dottie West,What Are We Doin' In Love,182000,country,rock,,,,,,,,,,,,,,,
1981,56,Journey,Who's Crying Now,300000,rock,ballad,metal,alternative,jazz,new wave,hip-hop,funk,blues,reggae,,,,,,,
1981,57,Police,"De Do Do Do, De Da Da",247000,rock,new wave,funk,soul,jazz,reggae,,,,,,,,,,,
1981,58,Gary U.S. Bonds,This Little Girl,222000,rock,soul,blues,,,,,,,,,,,,,,
1981,59,Stevie Nicks With Tom Petty and The Heartbreakers,Stop Draggin' My Heart Around,0,,,,,,,,,,,,,,,,,
1981,60,Delbert McClinton,Giving It Up For Your Love,227000,dance,r&b,blues,country,soul,rock,hip-hop,,,,,,,,,,
1981,61,Cliff Richard,A Little In Love,202000,rock,soul,country,funk,reggae,alternative,blues,metal,disco,,,,,,,,
1981,62,Neil Diamond,America,256000,rock,folk,electronic,ballad,country,soul,alternative,,,,,,,,,,
1981,63,John Cougar,Ain't Even Done With The Night,278000,rock,ballad,,,,,,,,,,,,,,,
1981,64,Christopher Cross,Arthur's Theme,360000,rock,ballad,funk,soul,jazz,folk,,,,,,,,,,,
1981,65,Queen,Another One Bites The Dust,216000,rock,funk,dance,alternative,disco,soul,metal,electronic,jazz,blues,new wave,folk,,,,,
1981,66,Alan Parsons Project,Games People Play,0,rock,electronic,,,,,,,,,,,,,,,
1981,67,Eric Clapton,I Can't Stand It,250000,rock,blues,r&b,alternative,folk,soul,jazz,metal,reggae,funk,hip-hop,electronic,,,,,
1981,68,Steve Winwood,While You See A Chance,318000,rock,soul,blues,r&b,funk,folk,jazz,new wave,dance,,,,,,,,
1981,69,Stevie Wonder,Master Blaster,289000,reggae,soul,funk,r&b,rock,jazz,blues,alternative,dance,disco,metal,hip-hop,electronic,folk,new wave,,
1981,70,Neil Diamond,Hello Again,242000,rock,ballad,folk,country,soul,alternative,,,,,,,,,,,
1981,71,Police,Don't Stand So Close To Me,241000,rock,new wave,funk,soul,jazz,reggae,,,,,,,,,,,
1981,72,Steely Dan,Hey Nineteen,307000,rock,jazz,funk,alternative,blues,r&b,soul,electronic,folk,new wave,reggae,hip-hop,,,,,
1981,73,Stevie Wonder,I Ain't Gonna Stand For It,279000,soul,r&b,funk,dance,country,disco,rock,jazz,blues,alternative,metal,hip-hop,electronic,reggae,folk,new wave,
1981,74,George Harrison,All Those Years Ago,223000,rock,folk,jazz,blues,alternative,electronic,soul,,,,,,,,,,
1981,75,Eddie Rabbitt,Step By Step,219000,country,rock,soul,,,,,,,,,,,,,,
1981,76,Billy Squier,The Stroke,217000,rock,metal,,,,,,,,,,,,,,,
1981,77,Alabama,Feels So Right,217000,country,rock,electronic,hip-hop,,,,,,,,,,,,,
1981,78,Stanley Clarke and George Duke,Sweet Baby,223000,,,,,,,,,,,,,,,,,
1981,79,Dan Fogelberg,Same Old Lang Syne,319000,rock,folk,jazz,country,,,,,,,,,,,,,
1981,80,Pablo Cruise,Cool Love,233000,rock,,,,,,,,,,,,,,,,
1981,81,ELO,Hold On Tight,187000,rock,electronic,dance,new wave,disco,,,,,,,,,,,,
1981,82,John Schneider,It's Now Or Never,0,country,,,,,,,,,,,,,,,,
1981,83,Pat Benatar,Treat Me Right,201000,rock,new wave,alternative,dance,electronic,blues,metal,disco,soul,hip-hop,,,,,,,
1981,84,Santana,Winning,208000,rock,blues,jazz,funk,alternative,soul,folk,dance,electronic,reggae,,,,,,,
1981,85,Barbra Streisand and Barry Gibb,What Kind Of Fool,247000,,,,,,,,,,,,,,,,,
1981,86,John Lennon,Watching The Wheels,186000,rock,folk,alternative,soul,funk,jazz,blues,metal,ballad,,,,,,,,
1981,87,Heart,Tell It Like It Is,270000,rock,soul,blues,ballad,folk,metal,alternative,new wave,dance,country,electronic,,,,,,
1981,88,Ronnie Milsap,Smoky Mountain Rain,236000,country,ballad,folk,rock,soul,,,,,,,,,,,,
1981,89,Barry Manilow,I Made It Through The Rain,264000,rock,disco,soul,ballad,dance,jazz,electronic,folk,,,,,,,,,
1981,90,Daryl Hall and John Oates,You've Lost That Lovin' Feelin',279000,soul,,,,,,,,,,,,,,,,
1981,91,Olivia Newton-John and Cliff Richard,Suddenly,240000,,,,,,,,,,,,,,,,,
1981,92,Sheena Easton,For Your Eyes Only,184000,ballad,rock,dance,country,disco,soul,,,,,,,,,,,
1981,93,Beach Boys,The Beach Boys Medley,249000,rock,,,,,,,,,,,,,,,,
1981,94,Devo,Whip It,160000,new wave,alternative,rock,electronic,dance,metal,blues,,,,,,,,,,
1981,95,Sheena Easton,Modern Girl,216000,disco,dance,rock,soul,,,,,,,,,,,,,
1981,96,Gary Wright,Really Wanna Know You,264000,rock,electronic,disco,ballad,new wave,alternative,soul,,,,,,,,,,
1981,97,Rosanne Cash,Seven Year Ache,193000,country,rock,folk,blues,alternative,,,,,,,,,,,,
1981,98,Diana Ross,I'm Coming Out,319000,disco,soul,dance,funk,r&b,jazz,rock,blues,ballad,electronic,hip-hop,country,,,,,
1981,99,Boz Scaggs,Miss Sun,330000,rock,jazz,blues,soul,r&b,funk,alternative,disco,,,,,,,,,
1981,100,Andy Gibb,Time Is Time,220000,rock,disco,dance,soul,funk,r&b,,,,,,,,,,,
1982,1,Olivia Newton-John,Physical,222000,dance,disco,rock,country,folk,new wave,,,,,,,,,,,
1982,2,Survivor,Eye Of The Tiger,227000,rock,dance,metal,electronic,ballad,,,,,,,,,,,,
1982,3,Joan Jett and The Blackhearts,I Love Rock N' Roll,175000,rock,alternative,metal,new wave,blues,electronic,,,,,,,,,,,
1982,4,Paul McCartney and Stevie Wonder,Ebony And Ivory,220000,,,,,,,,,,,,,,,,,
1982,5,J. Geils Band,Centerfold,216000,rock,blues,,,,,,,,,,,,,,,
1982,6,Human League,Don't You Want Me,238000,electronic,new wave,rock,dance,,,,,,,,,,,,,
1982,7,John Cougar,Jack And Diane,270000,ballad,rock,,,,,,,,,,,,,,,
1982,8,John Cougar,Hurts So Good,219000,rock,ballad,,,,,,,,,,,,,,,
1982,9,Steve Miller Band,Abracadabra,308000,rock,blues,new wave,electronic,alternative,folk,country,jazz,metal,funk,hip-hop,reggae,,,,,
1982,10,Chicago,Hard To Say I'm Sorry,308000,rock,ballad,jazz,funk,soul,blues,alternative,folk,electronic,disco,,,,,,,
