year,rank,artist,song,duration,genre0,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,genre11,genre12,genre13,genre14,genre15,genre16
1958,69,Johnny Otis Show,Willie and the Hand Jive,158000,soul,funk,blues,r&b,,,,,,,,,,,,,
1958,70,Four Preps,Big Man,135000,,,,,,,,,,,,,,,,,
1958,71,Crickets,Oh Boy,129000,,,,,,,,,,,,,,,,,
1958,72,Chuck Willis,What Am I Living For,148000,rock,r&b,blues,soul,jazz,country,,,,,,,,,,,
1958,73,Chuck Berry,Johnny B Goode,163000,rock,blues,r&b,dance,jazz,soul,funk,alternative,country,folk,metal,,,,,,
1958,74,Eddie Cochran,Summertime Blues,118000,rock,blues,dance,country,r&b,soul,,,,,,,,,,,
1958,75,Roger Williams,Near You,166000,jazz,soul,,,,,,,,,,,,,,,
1958,76,Peggy Lee,Fever,198000,jazz,blues,soul,,,,,,,,,,,,,,
1958,77,Ed Townsend,For Your Love,175000,soul,funk,,,,,,,,,,,,,,,
1958,78,Paul Anka,You Are My Destiny,164000,jazz,rock,soul,alternative,,,,,,,,,,,,,
1958,79,Art and Dotty Todd,Chanson D'Amour,168000,,,,,,,,,,,,,,,,,
1958,80,Lou Monte,Lazy Mary,157000,folk,rock,,,,,,,,,,,,,,,
1958,81,Johnny Cash,Ballad of a Teenage Queen,131000,country,folk,ballad,rock,alternative,electronic,blues,soul,metal,jazz,hip-hop,new wave,,,,,
1958,82,Pat Boone,It's Too Soon to Know,155000,country,rock,jazz,blues,,,,,,,,,,,,,
1958,83,Jimmy McCracklin,The Walk,171000,r&b,blues,rock,soul,hip-hop,,,,,,,,,,,,
1958,84,Perry Como,Kewpie Doll,158000,jazz,rock,blues,soul,,,,,,,,,,,,,
1958,85,George Hamilton Iv,Why Don't They Understand,152000,country,rock,,,,,,,,,,,,,,,
1958,86,Frankie Avalon,Dede Dinah,133000,rock,soul,jazz,,,,,,,,,,,,,,
1958,87,Pat Boone,Sugar Moon,116000,country,rock,jazz,blues,,,,,,,,,,,,,
1958,88,Everly Brothers,Devoted to You,142000,rock,country,folk,,,,,,,,,,,,,,
1958,89,Chantels,Maybe,166000,soul,,,,,,,,,,,,,,,,
1958,90,Kathy Linden,Billy,115000,rock,,,,,,,,,,,,,,,,
1958,91,Johnny Cash,Guess Things Happen That Way,114000,country,folk,rock,blues,alternative,soul,metal,jazz,electronic,hip-hop,new wave,,,,,,
1958,92,Olympics,Western Movies,145000,soul,rock,,,,,,,,,,,,,,,
1958,93,Roy Hamilton,Don't Let Go,153000,soul,rock,hip-hop,dance,electronic,r&b,alternative,funk,metal,new wave,,,,,,,
1958,94,Hollywood Flames,Buzz-Buzz-Buzz,142000,r&b,,,,,,,,,,,,,,,,
1958,95,Jerry Lee Lewis,Breathless,163000,rock,country,r&b,soul,blues,folk,alternative,jazz,,,,,,,,,
1958,96,Jan and Arnie,Jennie Lee,141000,rock,,,,,,,,,,,,,,,,
1958,97,Royaltones,Poor Boy,142000,,,,,,,,,,,,,,,,,
1958,98,Marty Robins,The Story of My Life,152000,country,,,,,,,,,,,,,,,,
1958,99,Frankie Avalon,I'll Wait For You,176000,rock,soul,jazz,,,,,,,,,,,,,,
1958,100,Frankie Avalon,Ginger Bread,124000,rock,soul,jazz,,,,,,,,,,,,,,
1959,1,Johnny Horton,The Battle Of New Orleans,152000,country,folk,ballad,rock,blues,,,,,,,,,,,,
1959,2,Bobby Darin,Mack The Knife,183000,jazz,rock,folk,blues,soul,country,alternative,,,,,,,,,,
1959,3,Lloyd Price,Personality,154000,soul,r&b,rock,blues,jazz,funk,country,,,,,,,,,,
1959,4,Frankie Avalon,Venus,142000,rock,soul,jazz,,,,,,,,,,,,,,
1959,5,Paul Anka,Lonely Boy,156000,jazz,rock,dance,ballad,soul,alternative,,,,,,,,,,,
1959,6,Bobby Darin,Dream Lover,155000,jazz,rock,soul,folk,blues,country,alternative,,,,,,,,,,
1959,7,Browns,The Three Bells,171000,rock,,,,,,,,,,,,,,,,
1959,8,Fleetwoods,Come Softly To Me,147000,,,,,,,,,,,,,,,,,
1959,9,Wilbert Harrison,Kansas City,145000,blues,rock,r&b,soul,funk,,,,,,,,,,,,
1959,10,Fleetwoods,Mr. Blue,142000,,,,,,,,,,,,,,,,,
1959,11,Santo and Johnny,Sleep Walk,143000,rock,,,,,,,,,,,,,,,,
1959,12,Paul Anka,Put Your Head On My Shoulder,156000,rock,jazz,ballad,soul,alternative,,,,,,,,,,,,
1959,13,Lloyd Price,Stagger Lee,147000,soul,r&b,rock,blues,funk,ballad,,,,,,,,,,,
1959,14,Ritchie Valens,Donna,149000,rock,ballad,blues,alternative,metal,electronic,jazz,,,,,,,,,,
1959,15,Dodie Stevens,Pink Shoelaces,146000,,,,,,,,,,,,,,,,,
1959,16,Platters,Smoke Gets In Your Eyes,152000,,,,,,,,,,,,,,,,,
1959,17,The Coasters,Charlie Brown,143000,rock,soul,r&b,dance,blues,country,funk,,,,,,,,,,
1959,18,Martin Denny,Quiet Village,217000,jazz,,,,,,,,,,,,,,,,
1959,19,Carl Dobkins Jr.,My Heart Is An Open Book,133000,soul,rock,,,,,,,,,,,,,,,
1959,20,Everly Brothers,('Til) I Kissed You,144000,rock,country,folk,,,,,,,,,,,,,,
1959,21,Phil Phillips and The Twilights,Sea Of Love,143000,,,,,,,,,,,,,,,,,
1959,22,"Dave ""Baby"" Cortez",The Happy Organ,124000,rock,jazz,funk,r&b,soul,,,,,,,,,,,,
1959,23,Lloyd Price,I'm Gonna Get Married,152000,r&b,soul,rock,blues,funk,,,,,,,,,,,,
1959,24,Impalas,Sorry (I Ran All The Way Home),150000,rock,,,,,,,,,,,,,,,,
1959,25,Dion and The Belmonts,A Teenager In Love,152000,rock,,,,,,,,,,,,,,,,
1959,26,Crests,16 Candles,170000,soul,,,,,,,,,,,,,,,,
1959,27,Brook Benton,It's Just A Matter Of Time,157000,soul,rock,blues,jazz,r&b,funk,,,,,,,,,,,
1959,28,Connie Francis,Lipstick On Your Collar,134000,rock,country,jazz,,,,,,,,,,,,,,
1959,29,Drifters,There Goes My Baby,136000,r&b,reggae,,,,,,,,,,,,,,,
1959,30,Elvis Presley,A Big Hunk O' Love,134000,rock,soul,dance,country,blues,jazz,r&b,funk,alternative,folk,metal,electronic,new wave,hip-hop,,,
1959,31,Johnny and The Hurricanes,Red River Rock,129000,rock,,,,,,,,,,,,,,,,
1959,32,Stonewall Jackson,Waterloo,148000,country,rock,,,,,,,,,,,,,,,
1959,33,Sammy Turner,Lavender Blue (Dilly Dilly),137000,rock,,,,,,,,,,,,,,,,
1959,34,Elvis Presley,(Now And Then There's) A Fool Such As I,159000,rock,country,blues,soul,jazz,r&b,funk,alternative,dance,folk,metal,electronic,new wave,hip-hop,,,
1959,35,The Virtues,Guitar Boogie Shuffle,156000,rock,country,alternative,,,,,,,,,,,,,,
1959,36,Sandy Nelson,Teen Beat,184000,rock,dance,,,,,,,,,,,,,,,
1959,37,Edward Burns and Connie Stevens,Kookie Kookie (Lend Me Your Comb),126000,,,,,,,,,,,,,,,,,
1959,38,Thomas Wayne,Tragedy,129000,rock,,,,,,,,,,,,,,,,
1959,39,Connie Francis,My Happiness,149000,country,rock,jazz,,,,,,,,,,,,,,
1959,40,Freddie Cannon,Talahassee Lassie,153000,rock,,,,,,,,,,,,,,,,
1959,41,Fabian,Tiger,155000,rock,electronic,disco,new wave,funk,reggae,,,,,,,,,,,
1959,42,Ricky Nelson,Never Be Anyone Else But You,132000,rock,country,folk,blues,alternative,,,,,,,,,,,,
1959,43,Della Reese,Don't You Know,152000,soul,jazz,blues,funk,rock,,,,,,,,,,,,
1959,44,Elvis Presley,I Need Your Love Tonight,127000,rock,country,blues,soul,jazz,r&b,funk,alternative,dance,folk,metal,electronic,new wave,hip-hop,,,
1959,45,Dinah Washington,What A Diff'rence A Day Makes,149000,jazz,blues,soul,r&b,ballad,funk,electronic,,,,,,,,,,
1959,46,Bill Parsons,The All American Boy,176000,rock,,,,,,,,,,,,,,,,
1959,47,Jerry Wallace,Primrose Lane,123000,country,rock,,,,,,,,,,,,,,,
1959,48,David Seville and The Chipmunks,Alvin's Harmonica,163000,,,,,,,,,,,,,,,,,
1959,49,Andy Williams,Lonely Street,162000,ballad,jazz,rock,country,blues,,,,,,,,,,,,
1959,50,Ray Charles,What'd I Say,332000,soul,blues,r&b,jazz,rock,funk,folk,country,electronic,alternative,hip-hop,,,,,,
1959,51,Sarah Vaughan,Broken-hearted Melody,146000,jazz,blues,soul,rock,alternative,funk,ballad,,,,,,,,,,
1959,52,Franck Pourcel,Only You,149000,jazz,blues,reggae,,,,,,,,,,,,,,
1959,53,Billy Grammer,Gotta Travel On,155000,country,rock,,,,,,,,,,,,,,,
1959,54,Coasters,Poison Ivy,162000,r&b,,,,,,,,,,,,,,,,
1959,55,Fabian,Turn Me Loose,151000,electronic,disco,new wave,funk,rock,reggae,,,,,,,,,,,
1959,56,Jackie Wilson,Lonely Teardrops,163000,soul,r&b,rock,blues,funk,country,jazz,,,,,,,,,,
1959,57,Andy Williams,Hawaiian Wedding Song,147000,jazz,rock,country,blues,,,,,,,,,,,,,
1959,58,Duane Eddy,Forty Miles Of Bad Road,124000,rock,country,blues,,,,,,,,,,,,,,
1959,59,Frankie Avalon,Just Ask Your Heart,151000,rock,soul,jazz,,,,,,,,,,,,,,
1959,60,Travis and Bob,Tell Him No,132000,,,,,,,,,,,,,,,,,
1959,61,Connie Francis,Frankie,153000,country,jazz,rock,,,,,,,,,,,,,,
1959,62,The Bell Notes,I've Had It,161000,rock,,,,,,,,,,,,,,,,
1959,63,Lavern Baker,I Cried A Tear,156000,soul,blues,r&b,rock,jazz,alternative,funk,,,,,,,,,,
1959,64,Platters,Enchanted,171000,,,,,,,,,,,,,,,,,
1959,65,Skyliners,Since I Don't Have You,161000,rock,,,,,,,,,,,,,,,,
1959,66,Ray Anthony,Peter Gunn Theme,108000,jazz,rock,soul,blues,dance,r&b,,,,,,,,,,,
1959,67,David Seville and The Chipmunks,The Chipmunk Song,142000,,,,,,,,,,,,,,,,,
1959,68,Fats Domino,I Want To Walk You Home,141000,rock,blues,r&b,jazz,soul,,,,,,,,,,,,
1959,69,Fiestas,So Fine,142000,soul,,,,,,,,,,,,,,,,
1959,70,Frankie Avalon,Bobby Sox To Stockings,161000,rock,soul,jazz,,,,,,,,,,,,,,
1959,71,Wink Martindale,Deck Of Cards,237000,dance,,,,,,,,,,,,,,,,
1959,72,Clyde Mcphatter,A Lover's Question,153000,r&b,soul,rock,country,jazz,,,,,,,,,,,,
1959,73,Flamingos,I Only Have Eyes For You,201000,soul,,,,,,,,,,,,,,,,
1959,74,Ricky Nelson,It's Late,118000,rock,ballad,country,folk,blues,alternative,,,,,,,,,,,
1959,75,Chris Barber's Jazz Band,Petite Fleur,164000,jazz,blues,,,,,,,,,,,,,,,
1959,76,Annette,Tall Paul,92000,electronic,,,,,,,,,,,,,,,,
1959,77,Kingston Trio,The Tijuana Jail,172000,folk,country,,,,,,,,,,,,,,,
1959,78,Ricky Nelson,Just A Little Too Much,129000,rock,country,folk,blues,alternative,,,,,,,,,,,,
1959,79,Jack Scott,Goodbye Baby,132000,rock,country,jazz,,,,,,,,,,,,,,
1959,80,Coasters,Along Came Jones,174000,,,,,,,,,,,,,,,,,
1959,81,Tommy Dee and Carol Kay,Three Stars,188000,,,,,,,,,,,,,,,,,
1959,82,Frankie Avalon,A Boy Without A Girl,120000,rock,soul,jazz,,,,,,,,,,,,,,
1959,83,Ricky Nelson,Sweeter Than You,139000,rock,country,folk,blues,alternative,,,,,,,,,,,,
1959,84,Skip and Flip,It Was I,136000,,,,,,,,,,,,,,,,,
1959,85,Kathy Linden,"Goodbye, Jimmy, Goodbye",166000,rock,,,,,,,,,,,,,,,,
1959,86,Reg Owens Orch.,Manhattan Spiritual,162000,,,,,,,,,,,,,,,,,
1959,87,Brook Benton,Endlessly,142000,soul,rock,jazz,country,r&b,blues,funk,,,,,,,,,,
1959,88,Guy Mitchell,Heartaches By The Number,200000,country,rock,jazz,blues,soul,,,,,,,,,,,,
1959,89,Frankie Ford,Sea Cruise,158000,rock,r&b,blues,jazz,,,,,,,,,,,,,
1959,90,Jackie Wilson,That's Why,121000,soul,r&b,rock,blues,funk,country,jazz,,,,,,,,,,
1959,91,Falcons,You're So Fine,149000,soul,r&b,electronic,hip-hop,,,,,,,,,,,,,
1959,92,Bobby Rydell,Kissin' Time,132000,rock,jazz,soul,,,,,,,,,,,,,,
1959,93,Elvis Presley,My Wish Came True,156000,rock,country,blues,soul,jazz,r&b,funk,alternative,dance,folk,metal,electronic,new wave,hip-hop,,,
1959,94,Ivo Robic,Morgen,156000,,,,,,,,,,,,,,,,,
1959,95,Jan and Dean,Baby Talk,144000,,,,,,,,,,,,,,,,,
1959,96,Preston Epps,Bongo Rock,130000,rock,,,,,,,,,,,,,,,,
1959,97,Everly Brothers,Take A Message To Mary,146000,rock,country,folk,,,,,,,,,,,,,,
1959,98,Mormon Tabernacle Choir,Battle Hymn Of The Republic,279000,soul,folk,,,,,,,,,,,,,,,
1959,99,Ernie Fields Orchestra,In The Mood,155000,,,,,,,,,,,,,,,,,
1959,100,Paul Evans and The Curls,(Seven Little Girls) Sitting In The Back Seat,132000,,,,,,,,,,,,,,,,,
1960,1,Percy Faith,"Theme From ""A Summer Place""",160000,jazz,rock,disco,dance,,,,,,,,,,,,,
1960,2,Jim Reeves,He'll Have To Go,136000,country,jazz,soul,folk,dance,ballad,,,,,,,,,,,
1960,3,Everly Brothers,Cathy's Clown,147000,rock,country,folk,,,,,,,,,,,,,,
1960,4,Johnny Preston,Running Bear,157000,rock,country,ballad,,,,,,,,,,,,,,
1960,5,Mark Dinning,Teen Angel,157000,rock,jazz,,,,,,,,,,,,,,,
1960,6,Brenda Lee,I'm Sorry,162000,country,rock,ballad,jazz,soul,blues,r&b,,,,,,,,,,
1960,7,Elvis Presley,It's Now Or Never,197000,rock,jazz,blues,soul,country,r&b,funk,alternative,dance,folk,metal,electronic,new wave,hip-hop,,,
1960,8,Jimmy Jones,Handy Man,121000,soul,rock,r&b,country,,,,,,,,,,,,,
1960,9,Elvis Presley,Stuck On You,137000,rock,blues,jazz,country,soul,r&b,funk,alternative,dance,folk,metal,electronic,new wave,hip-hop,,,
1960,10,Chubby Checker,The Twist,155000,rock,dance,r&b,soul,jazz,country,blues,,,,,,,,,,
1960,11,Connie Francis,Everybody's Somebody's Fool,164000,jazz,rock,dance,blues,country,,,,,,,,,,,,
1960,12,Bobby Rydell,Wild One,143000,rock,soul,jazz,,,,,,,,,,,,,,
1960,13,Brothers Four,Greenfields,184000,folk,country,,,,,,,,,,,,,,,
1960,14,Jack Scott,What In The World's Come Over You,164000,rock,ballad,country,jazz,,,,,,,,,,,,,
1960,15,Marty Robbins,El Paso,279000,country,ballad,folk,,,,,,,,,,,,,,
1960,16,Hollywood Argyles,Alley Oop,167000,rock,,,,,,,,,,,,,,,,
1960,17,Connie Francis,My Heart Has A Mind Of Its Own,152000,country,jazz,rock,,,,,,,,,,,,,,
1960,18,Brenda Lee,Sweet Nothin's,141000,country,rock,jazz,blues,soul,r&b,,,,,,,,,,,
1960,19,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,143000,rock,r&b,country,soul,folk,electronic,,,,,,,,,,,
1960,20,Roy Orbison,Only The Lonely,145000,rock,ballad,country,blues,reggae,soul,jazz,funk,r&b,folk,metal,alternative,,,,,
1960,21,Dion and The Belmonts,Where Or When,161000,rock,,,,,,,,,,,,,,,,
1960,22,Connie Stevens,Sixteen Reasons,119000,rock,,,,,,,,,,,,,,,,
1960,23,Paul Anka,Puppy Love,160000,rock,jazz,soul,alternative,,,,,,,,,,,,,
1960,24,Frankie Avalon,Why,157000,rock,jazz,soul,,,,,,,,,,,,,,
1960,25,Ventures,"Walk, Dont Run",124000,rock,,,,,,,,,,,,,,,,
1960,26,Drifters,Save The Last Dance For Me,147000,reggae,,,,,,,,,,,,,,,,
1960,27,Brook Benton and Dinah Washington,Baby (You Got What It Takes),163000,,,,,,,,,,,,,,,,,
1960,28,Johnny Horton,Sink The Bismark,191000,country,ballad,folk,rock,blues,,,,,,,,,,,,
1960,29,Sam Cooke,Chain Gang,155000,soul,r&b,blues,rock,jazz,funk,alternative,,,,,,,,,,
1960,30,Everly Brothers,Let It Be Me,156000,rock,country,folk,,,,,,,,,,,,,,
1960,31,Jimmy Jones,Good Timin',128000,r&b,rock,soul,dance,blues,jazz,,,,,,,,,,,
1960,32,Bobby Darin,Beyond The Sea,175000,jazz,rock,folk,blues,soul,country,alternative,,,,,,,,,,
1960,33,Jimmy Clanton,Go Jimmy Go,130000,rock,country,folk,blues,r&b,,,,,,,,,,,,
1960,34,Jackie Wilson,Night,170000,soul,r&b,rock,blues,funk,country,jazz,,,,,,,,,,
1960,35,Jack Scott,Burning Bridges,158000,country,rock,jazz,,,,,,,,,,,,,,
1960,36,Toni Fisher,The Big Hurt,128000,,,,,,,,,,,,,,,,,
1960,37,Duane Eddy,Because They're Young,121000,rock,country,blues,,,,,,,,,,,,,,
1960,38,Conway Twitty,Lonely Blue Boy,137000,country,rock,blues,soul,,,,,,,,,,,,,
1960,39,Steve Lawrence,Pretty Blue Eyes,114000,rock,jazz,ballad,,,,,,,,,,,,,,
1960,40,Freddie Cannon,Way Down Yonder In New Orleans,152000,rock,,,,,,,,,,,,,,,,
1960,41,Anita Bryant,Paper Roses,172000,,,,,,,,,,,,,,,,,
1960,42,Larry Verne,Mr. Custer,189000,country,rock,alternative,,,,,,,,,,,,,,
1960,43,Brenda Lee,I Want To Be Wanted,184000,country,rock,jazz,soul,blues,r&b,,,,,,,,,,,
1960,44,Fendermen,Mule Skinner Blues,145000,blues,,,,,,,,,,,,,,,,
1960,45,Johnny Preston,Cradle Of Love,145000,country,rock,ballad,,,,,,,,,,,,,,
1960,46,Marv Johnson,You've Got What It Takes,162000,soul,r&b,rock,,,,,,,,,,,,,,
1960,47,Hank Locklin,"Please Help Me, I'm Falling",143000,country,folk,soul,r&b,,,,,,,,,,,,,
1960,48,Ron Holden,Love You So,206000,funk,rock,r&b,soul,,,,,,,,,,,,,
1960,49,Hank Ballard and The Midnighters,Finger Poppin' Time,169000,r&b,soul,,,,,,,,,,,,,,,
1960,50,Platters,Harbor Lights,184000,,,,,,,,,,,,,,,,,
1960,51,Billy Bland,Let The Little Girl Dance,143000,rock,soul,r&b,country,,,,,,,,,,,,,
1960,52,Jeanne Black,He'll Have To Stay,162000,,,,,,,,,,,,,,,,,
1960,53,Ferrante and Teicher,Theme From The Apartment,181000,,,,,,,,,,,,,,,,,
1960,54,Bobby Rydell,Volare (Nel Blu Dipinto Di Blu),164000,rock,soul,jazz,,,,,,,,,,,,,,
1960,55,Jimmy Charles,A Million To One,152000,rock,,,,,,,,,,,,,,,,
1960,56,Andy Williams,The Village Of St. Bernadette,203000,jazz,rock,country,blues,,,,,,,,,,,,,
1960,57,The Browns,The Old Lamplighter,143000,country,rock,soul,,,,,,,,,,,,,,
1960,58,Bill Black's Combo,White Silver Sands,157000,jazz,r&b,rock,soul,,,,,,,,,,,,,
1960,59,Bobby Vee,Devil Or Angel,140000,rock,country,soul,blues,,,,,,,,,,,,,
1960,60,Four Preps,Down By The Station,150000,,,,,,,,,,,,,,,,,
1960,61,Little Dippers,Forever,136000,,,,,,,,,,,,,,,,,
1960,62,Safaris and The Phantom's Band,Image Of A Girl,156000,,,,,,,,,,,,,,,,,
1960,63,Brook Benton,Kiddio,158000,soul,r&b,blues,jazz,funk,rock,,,,,,,,,,,
1960,64,Donnie Brooks,Mission Bell,148000,,,,,,,,,,,,,,,,,
1960,65,Marv Johnson,I Love The Way You Love,161000,soul,r&b,rock,,,,,,,,,,,,,,
1960,66,Paul Anka,It's Time To Cry,146000,jazz,rock,soul,alternative,,,,,,,,,,,,,
1960,67,Ray Peterson,Tell Laura I Love Her,175000,rock,ballad,,,,,,,,,,,,,,,
1960,68,Connie Francis,Mama,235000,jazz,country,rock,,,,,,,,,,,,,,
1960,69,Steve Lawrence,Footsteps,135000,jazz,rock,,,,,,,,,,,,,,,
1960,70,Everly Brothers,So Sad,156000,rock,country,folk,,,,,,,,,,,,,,
1960,71,Brenda Lee,That's All You Gotta Do,148000,rock,country,jazz,soul,blues,r&b,,,,,,,,,,,
1960,72,Fats Domino,Walking To New Orleans,117000,r&b,rock,blues,jazz,soul,,,,,,,,,,,,
1960,73,Connie Francis,Among My Souvenirs,153000,rock,country,blues,jazz,,,,,,,,,,,,,
1960,74,Bobby Rydell,Swingin' School,134000,rock,soul,jazz,,,,,,,,,,,,,,
1960,75,Dinah Washington and Brook Benton,A Rockin' Good Way,146000,,,,,,,,,,,,,,,,,
1960,76,Neil Sedaka,Stairway To Heaven,162000,rock,soul,jazz,funk,,,,,,,,,,,,,
1960,77,Paul Anka,My Home Town,151000,jazz,rock,soul,alternative,,,,,,,,,,,,,
1960,78,Ray Charles,Georgia On My Mind,219000,soul,jazz,blues,r&b,rock,country,funk,folk,electronic,alternative,hip-hop,,,,,,
1960,79,Skip and Flip,Cherry Pie,126000,rock,,,,,,,,,,,,,,,,
1960,80,Sam Cooke,Wonderful World,125000,soul,r&b,blues,dance,jazz,rock,funk,alternative,,,,,,,,,
1960,81,Spencer Ross,Tracy's Theme,162000,,,,,,,,,,,,,,,,,
1960,82,Lloyd Price,Lady Luck,137000,rock,soul,r&b,blues,funk,,,,,,,,,,,,
1960,83,Crests,Step By Step,151000,soul,,,,,,,,,,,,,,,,
1960,84,Paul Evans,Happy-Go-Lucky Me,117000,rock,jazz,,,,,,,,,,,,,,,
1960,85,Ricky Nelson,Young Emotions,153000,rock,ballad,country,folk,blues,alternative,,,,,,,,,,,
1960,86,Johnny Burnette,Dreamin',143000,rock,soul,country,ballad,r&b,,,,,,,,,,,,
1960,87,Johnny Tillotson,Poetry In Motion,150000,rock,jazz,country,soul,r&b,ballad,blues,,,,,,,,,,
1960,88,Annette,O Dio Mio,167000,electronic,,,,,,,,,,,,,,,,
1960,89,Joe Jones,You Talk Too Much,159000,rock,jazz,r&b,electronic,reggae,soul,,,,,,,,,,,
1960,90,Johnny and The Hurricanes,Beatnik Fly,128000,rock,,,,,,,,,,,,,,,,
1960,91,Everly Brothers,When Will I Be Loved,155000,rock,country,folk,,,,,,,,,,,,,,
1960,92,Bob Luman,Let's Think About Livin',126000,country,rock,jazz,,,,,,,,,,,,,,
1960,93,Guy Mitchell,Heartaches By The Number,200000,country,rock,jazz,blues,soul,,,,,,,,,,,,
1960,94,Anita Bryant,In My Little Corner Of The World,159000,,,,,,,,,,,,,,,,,
1960,95,Jackie Wilson,Doggin' Around,164000,soul,r&b,rock,blues,funk,country,jazz,,,,,,,,,,
1960,96,Bobby Rydell,Little Bitty Girl,145000,rock,soul,jazz,,,,,,,,,,,,,,
1960,97,Barret Strong,Money,160000,r&b,rock,,,,,,,,,,,,,,,
1960,98,Maurice Williams,Stay,108000,rock,soul,,,,,,,,,,,,,,,
1960,99,Charlie Rich,Lonely Weekends,127000,country,rock,soul,jazz,blues,funk,folk,ballad,,,,,,,,,
1960,100,Larry Hall,Sandy,154000,,,,,,,,,,,,,,,,,
1961,1,Bobby Lewis,Tossin' And Turnin',137000,r&b,soul,rock,dance,,,,,,,,,,,,,
1961,2,Patsy Cline,I Fall To Pieces,168000,country,soul,folk,blues,ballad,rock,jazz,,,,,,,,,,
1961,3,Highwaymen,Michael,167000,country,,,,,,,,,,,,,,,,
1961,4,Roy Orbison,Cryin',167000,rock,blues,country,soul,jazz,funk,r&b,folk,metal,alternative,,,,,,,
1961,5,Del Shannon,Runaway,138000,rock,dance,country,soul,,,,,,,,,,,,,
1961,6,Jive Five,My True Story,154000,rock,,,,,,,,,,,,,,,,
1961,7,Chubby Checker,Pony Time,152000,rock,dance,blues,soul,jazz,country,,,,,,,,,,,
1961,8,String-a-longs,Wheels,115000,,,,,,,,,,,,,,,,,
1961,9,Dee Clark,Raindrops,177000,soul,r&b,rock,blues,ballad,,,,,,,,,,,,
1961,10,Joe Dowell,Wooden Heart (Muss I Denn),122000,,,,,,,,,,,,,,,,,
1961,11,Lawrence Welk,Calcutta,138000,jazz,reggae,,,,,,,,,,,,,,,
1961,12,Bobby Vee,Take Good Care Of My Baby,201000,rock,jazz,soul,blues,,,,,,,,,,,,,
1961,13,Roy Orbison,Running Scared,132000,rock,blues,country,soul,jazz,funk,r&b,folk,metal,alternative,,,,,,,
1961,14,Shirelles,Dedicated To The One I Love,128000,rock,,,,,,,,,,,,,,,,
1961,15,Mar-Keys,Last Night,159000,,,,,,,,,,,,,,,,,
1961,16,Shirelles,Will You Love Me Tomorrow,166000,rock,,,,,,,,,,,,,,,,
1961,17,Ferrante and Teicher,Exodus,175000,,,,,,,,,,,,,,,,,
1961,18,Connie Francis,Where The Boys Are,162000,rock,ballad,country,jazz,,,,,,,,,,,,,
1961,19,Ray Charles,Hit The Road Jack,118000,jazz,soul,blues,r&b,rock,funk,dance,country,folk,electronic,alternative,hip-hop,,,,,
1961,20,Sue Thompson,Sad Movies (Make Me Cry),197000,country,rock,,,,,,,,,,,,,,,
1961,21,Ernie K-Doe,Mother-In-Law,151000,soul,r&b,rock,funk,jazz,,,,,,,,,,,,
1961,22,Dovells,Bristol Stomp,139000,,,,,,,,,,,,,,,,,
1961,23,Ricky Nelson,Travelin' Man,142000,rock,ballad,dance,country,folk,blues,alternative,,,,,,,,,,
1961,24,Miracles,Shop Around,170000,soul,rock,r&b,,,,,,,,,,,,,,
1961,25,Brook Benton,The Boll Weevil Song,167000,blues,soul,r&b,jazz,funk,rock,,,,,,,,,,,
1961,26,Gene Mcdaniels,A Hundred Pounds Of Clay,143000,soul,jazz,r&b,,,,,,,,,,,,,,
1961,27,Dick and Deedee,The Mountain's High,134000,,,,,,,,,,,,,,,,,
1961,28,Marty Robbins,Don't Worry,192000,country,folk,,,,,,,,,,,,,,,
1961,29,Floyd Cramer,On The Rebound,131000,rock,jazz,country,blues,r&b,,,,,,,,,,,,
1961,30,Steve Lawrence,Portrait Of My Love,172000,jazz,rock,,,,,,,,,,,,,,,
1961,31,Gary,Quarter To Three,146000,alternative,rock,,,,,,,,,,,,,,,
1961,32,Barry Mann,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",159000,rock,,,,,,,,,,,,,,,,
1961,33,Neil Sedaka,Calendar Girl,157000,rock,jazz,soul,funk,,,,,,,,,,,,,
1961,34,Chris Kenner,I Like It Like That,119000,r&b,blues,rock,dance,funk,soul,jazz,,,,,,,,,,
1961,35,Jorgen Ingmann,Apache,175000,rock,,,,,,,,,,,,,,,,
1961,36,Linda Scott,Don't Bet Money Honey,146000,soul,blues,,,,,,,,,,,,,,,
1961,37,Johnny Tillotson,Without You,131000,rock,country,soul,r&b,ballad,blues,,,,,,,,,,,
1961,38,Ferlin Husky,Wings Of A Dove,141000,country,soul,,,,,,,,,,,,,,,
1961,39,Elvis Presley,Little Sister,152000,rock,blues,country,soul,jazz,r&b,funk,alternative,dance,folk,metal,electronic,new wave,hip-hop,,,
1961,40,Marcels,Blue Moon,138000,rock,folk,,,,,,,,,,,,,,,
1961,41,Shep and The Limelites,Daddy's Home,173000,,,,,,,,,,,,,,,,,
1961,42,Troy Shondell,This Time,157000,rock,,,,,,,,,,,,,,,,
1961,43,"Clarence ""Frog Man"" Henry",I Don't Know Why But I Do,150000,,,,,,,,,,,,,,,,,
1961,44,Kokomo,Asia Minor,122000,funk,rock,alternative,,,,,,,,,,,,,,
1961,45,Faron Young,Hello Walls,138000,country,rock,,,,,,,,,,,,,,,
1961,46,Dion,Runaround Sue,169000,rock,dance,soul,blues,r&b,,,,,,,,,,,,
